,Ano,#,Especialidade,Local,Numero_Ordem
1703,2020,1704.0,Anatomia Patológica,Hospital de Braga,1704.0
1704,2020,1705.0,Medicina Interna,"Unidade Local de Saúde da Guarda, E.P.E.",1705.0
1705,2020,1706.0,,,1706.0
1706,2020,1707.0,,,1707.0
1707,2020,1708.0,Medicina Geral Familiar,ACES Oeste Norte - USF Rainha D. Leonor,1708.0
1708,2020,1709.0,Saúde Pública,ACES Algarve II - Barlavento,1709.0
1709,2020,1710.0,Imunohemoterapia,"Centro Hospitalar de Lisboa Norte, E.P.E.",1710.0
1710,2020,1711.0,Medicina Geral Familiar,ACES Zona Câmara de Lobos - Centro Saúde de Câmara de Lobos,1711.0
1711,2020,1712.0,Medicina Interna,"Unidade Local de Saúde de Castelo Branco, E.P.E.",1712.0
1712,2020,1713.0,,,1713.0
1713,2020,1714.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",1714.0
1714,2020,1715.0,Medicina Geral Familiar,ACES Oeste Sul - USF Gama,1715.0
1715,2020,1716.0,Medicina Geral Familiar,ACES Arrábida - USF Santiago de Palmela,1716.0
1716,2020,1717.0,Medicina Geral Familiar,ACES Dão Lafões - USF Coração da Beira,1717.0
1717,2020,1718.0,Medicina Geral Familiar,"ULS Nordeste, E.P.E. - UCSP da Sé - Bragança",1718.0
1718,2020,1719.0,Medicina Interna,"Centro Hospitalar de Setúbal, E.P.E.",1719.0
1719,2020,1720.0,Medicina Geral Familiar,ACES Oeste Norte - UCSP Bombarral,1720.0
1720,2020,1721.0,Patologia Clínica,"Centro Hospitalar de São João, E.P.E.",1721.0
1721,2020,1722.0,,,1722.0
1722,2020,1723.0,Medicina Interna,Centro Hospitalar do Oeste,1723.0
1723,2020,1724.0,Medicina Geral Familiar,ACES Zona Câmara de Lobos - Centro Saúde de Câmara de Lobos,1724.0
1724,2020,1725.0,Medicina Interna,Centro Hospitalar do Oeste,1725.0
1725,2020,1726.0,Medicina Geral Familiar,ACES Amadora - USF Arco-Íris,1726.0
1726,2020,1727.0,Medicina Geral Familiar,ACES Médio Tejo - USF Almonda,1727.0
1727,2020,1728.0,Patologia Clínica,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",1728.0
1728,2020,1729.0,Saúde Pública,ACES Almada / Seixal,1729.0
1729,2020,1730.0,,,1730.0
1730,2020,1731.0,Medicina Geral Familiar,ACES Sintra - USF Monte da Luz,1731.0
1731,2020,1732.0,,,1732.0
1732,2020,1733.0,Medicina Geral Familiar,Unidade de Saúde da Ilha de São Miguel - Centro de Saúde de Ponta Delgada - Sede,1733.0
1733,2020,1734.0,,,1734.0
1734,2020,1735.0,Farmacologia Clínica,"Centro Hospitalar de São João, E.P.E.",1735.0
1735,2020,1736.0,Medicina Geral Familiar,ACES Zona Leste - Centro de Saúde do Caniçal,1736.0
1736,2020,1737.0,Medicina Geral Familiar,ACES Lezíria - USF Vale do Sorraia,1737.0
1737,2020,1738.0,Medicina Geral Familiar,ACES Loures / Odivelas - USF Loures Saudável,1738.0
1738,2020,1739.0,Medicina Geral Familiar,ACES Médio Tejo - USF Santa Maria de Tomar,1739.0
1739,2020,1740.0,,,1740.0
1740,2020,1741.0,Estomatologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",1741.0
1741,2020,1742.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",1742.0
1742,2020,1743.0,Patologia Clínica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1743.0
1743,2020,1744.0,Medicina Geral Familiar,ACES Algarve I - Algarve Central - USF Lauroé,1744.0
1744,2020,1745.0,Medicina Geral Familiar,ACES Dão Lafões - USF Coração da Beira,1745.0
1745,2020,1746.0,Patologia Clínica,"Centro Hospitalar do Porto, E.P.E.",1746.0
1746,2020,1747.0,,,1747.0
1747,2020,1748.0,Saúde Pública,ACES Cávado II - Gerês/Cabreira - sede USP Vila Verde,1748.0
1748,2020,1749.0,Medicina Geral Familiar,ACES Lezíria - USF Alviela,1749.0
1749,2020,1750.0,Medicina Geral Familiar,ACES Sintra - USF AlbaSaúde,1750.0
1750,2020,1751.0,Saúde Pública,ACES Algarve I - Central,1751.0
1751,2020,1752.0,Medicina Geral Familiar,ACES Médio Tejo - USF Almonda,1752.0
1752,2020,1753.0,Patologia Clínica,"Centro Hospitalar do Porto, E.P.E.",1753.0
1753,2020,1754.0,,,1754.0
1754,2020,1755.0,Medicina Interna,Hospital Beatriz Ângelo,1755.0
1755,2020,1756.0,Saúde Pública,ACES Pinhal Interior Norte,1756.0
1756,2020,1757.0,,,1757.0
1757,2020,1758.0,,,1758.0
1758,2020,1759.0,,,1759.0
1759,2020,1760.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Servir Saúde,1760.0
1760,2020,1761.0,Medicina Geral Familiar,ACES Arrábida - USF Santiago de Palmela,1761.0
1761,2020,1762.0,Medicina Geral Familiar,"ULS Guarda, E.P.E. - USF Mimmar Mêda",1762.0
1762,2020,1763.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Sobreda,1763.0
1763,2020,1764.0,Imunohemoterapia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",1764.0
1764,2020,1765.0,,,1765.0
1765,2020,1766.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1766.0
1766,2020,1767.0,,,1767.0
1767,2020,1768.0,,,1768.0
1768,2020,1769.0,,,1769.0
1769,2020,1770.0,Estomatologia,"Centro Hospitalar Lisboa Central, E.P.E.",1770.0
1770,2020,1771.0,,,1771.0
1771,2020,1772.0,Medicina Geral Familiar,"ULS Norte Alentejano, E.P.E. - USF Raia Maior",1772.0
1772,2020,1773.0,Saúde Pública,ACES Pinhal Interior Norte,1773.0
1773,2020,1774.0,Medicina Geral Familiar,"ULS Litoral Alentejano, E.P.E. - UCSP de Sines",1774.0
1774,2020,1775.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Santo António da Charneca,1775.0
1775,2020,1776.0,Medicina Geral Familiar,ACES Oeste Norte - USF Global,1776.0
1776,2020,1777.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",1777.0
1777,2020,1778.0,,,1778.0
1778,2020,1779.0,Saúde Pública,ACES Trás-os-Montes - Alto Tâmega e Barroso,1779.0
1779,2020,1780.0,,,1780.0
1780,2020,1781.0,Medicina Geral Familiar,ACES Estuário do Tejo - USF Forte,1781.0
1781,2020,1782.0,,,1782.0
1782,2020,1783.0,,,1783.0
1783,2020,1784.0,Anatomia Patológica,"Centro Hospitalar Lisboa Central, E.P.E.",1784.0
1784,2020,1785.0,Medicina Interna,"Hospital Espírito Santo de Évora, E.P.E.",1785.0
1785,2020,1786.0,Medicina Interna,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1786.0
1786,2020,1787.0,Medicina Geral Familiar,"ULS Nordeste, E.P.E. - UCSP Mogadouro",1787.0
1787,2020,1788.0,,,1788.0
1788,2020,1789.0,,,1789.0
1789,2020,1790.0,,,1790.0
1790,2020,1791.0,Medicina Geral Familiar,ACES Oeste Sul - USF Arandis,1791.0
1791,2020,1792.0,Medicina Geral Familiar,ACES Sintra - USF Tapada,1792.0
1792,2020,1793.0,Medicina Geral Familiar,ACES Sintra - USF Monte da Luz,1793.0
1793,2020,1794.0,Imunohemoterapia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",1794.0
1794,2020,1795.0,,,1795.0
1795,2020,1796.0,Medicina Geral Familiar,ACES Sintra - USF Monte da Luz,1796.0
1796,2020,1797.0,Farmacologia Clínica,"Centro Hospitalar de São João, E.P.E.",1797.0
1797,2020,1798.0,Medicina Interna,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",1798.0
1798,2020,1799.0,Saúde Pública,ACES Trás-os-Montes - Alto Tâmega e Barroso,1799.0
1799,2020,1800.0,Estomatologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1800.0
1800,2020,1801.0,Genética Médica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1801.0
1801,2020,1802.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Vista Tejo,1802.0
1802,2020,1803.0,Medicina Geral Familiar,"ULS Nordeste, E.P.E. - UCSP Torre de Moncorvo",1803.0
1803,2020,1804.0,Medicina Geral Familiar,ACES Zona Câmara de Lobos - Centro Saúde de Câmara de Lobos,1804.0
1804,2020,1805.0,,,1805.0
1805,2020,1806.0,Medicina Geral Familiar,ACES Arrábida - USF Castelo,1806.0
1806,2020,1807.0,Patologia Clínica,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",1807.0
1807,2020,1808.0,Medicina Geral Familiar,"ULS Guarda, E.P.E. - UCSP da Guarda",1808.0
1808,2020,1809.0,Medicina Geral Familiar,ACES Oeste Norte - USF Global,1809.0
1809,2020,1810.0,Hematologia Clínica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",1810.0
1810,2020,1811.0,Medicina Geral Familiar,ACES Médio Tejo - USF Marmelais,1811.0
1811,2020,1812.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Ribeirinha,1812.0
1812,2020,1813.0,,,1813.0
1813,2020,1814.0,Medicina Geral Familiar,ACES Loures/ Odivelas - USF São João da Talha,1814.0
1814,2020,1815.0,,,1815.0
1815,2020,1816.0,Patologia Clínica,"Centro Hospitalar de Tondela - Viseu, E.P.E.",1816.0
1816,2020,1817.0,Medicina Interna,"Hospital Garcia de Orta, E.P.E.",1817.0
1817,2020,1818.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",1818.0
1818,2020,1819.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",1819.0
1819,2020,1820.0,Medicina Interna,Hospital de Vila Franca de Xira,1820.0
1820,2020,1821.0,Medicina Interna,"Centro Hospitalar de Lisboa Norte, E.P.E.",1821.0
1821,2020,1822.0,Medicina Geral Familiar,ACES Estuário do Tejo - USF Reynaldo dos Santos,1822.0
1822,2020,1823.0,Estomatologia,"Centro Hospitalar Lisboa Central, E.P.E.",1823.0
1823,2020,1824.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Poente,1824.0
1824,2020,1825.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Ribeirinha,1825.0
1825,2020,1826.0,,,1826.0
1826,2020,1827.0,,,1827.0
1827,2020,1828.0,,,1828.0
1828,2020,1829.0,Medicina Geral Familiar,ACES Zona Câmara de Lobos - Centro Saúde Jardim da Serra,1829.0
1829,2020,1830.0,,,1830.0
1830,2020,1831.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Fernão Ferro Mais,1831.0
1831,2020,1832.0,Medicina Geral Familiar,ACES Alentejo Central - USF Quinta da Prata/ Borba,1832.0
1832,2020,1833.0,Medicina Geral Familiar,ACES Estuário do Tejo - USF Villa Longa,1833.0
1833,2020,1834.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",1834.0
1834,2020,1835.0,,,1835.0
1835,2020,1836.0,Medicina Interna,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1836.0
1836,2020,1837.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1837.0
1837,2020,1838.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1838.0
1838,2020,1839.0,Patologia Clínica,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",1839.0
1839,2020,1840.0,Medicina Interna,"Centro Hospitalar da Cova da Beira, E.P.E.",1840.0
1840,2020,1841.0,Hematologia Clínica,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",1841.0
1841,2020,1842.0,,,1842.0
1842,2020,1843.0,Anatomia Patológica,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",1843.0
1843,2020,1844.0,,,1844.0
1844,2020,1845.0,Medicina Geral Familiar,ACES Médio Tejo - USF Marmelais,1845.0
1845,2020,1846.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Cuidar Saúde,1846.0
1846,2020,1847.0,,,1847.0
1847,2020,1848.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Feijó,1848.0
1848,2020,1849.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Lavradio,1849.0
1849,2020,1850.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",1850.0
1850,2020,1851.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Charneca do Sol,1851.0
1851,2020,1852.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Poente,1852.0
1852,2020,1853.0,,,1853.0
1853,2020,1854.0,,,1854.0
1854,2020,1855.0,,,1855.0
1855,2020,1856.0,,,1856.0
1856,2020,1857.0,Medicina Geral Familiar,Unidade de Saúde da Ilha Terceira - Centro de Saúde de Angra do Heroísmo - Sede,1857.0
1857,2020,1858.0,Saúde Pública,ACES Pinhal Litoral,1858.0
1858,2020,1859.0,Medicina Geral Familiar,ACES Oeste Sul - USF D. Jordão,1859.0
1859,2020,1860.0,Medicina Geral Familiar,ACES Oeste Sul - USF D. Jordão,1860.0
1860,2020,1861.0,Medicina Geral Familiar,Unidade de Saúde da Ilha de São Miguel - Centro de Saúde de Ribeira Grande - Sede,1861.0
1861,2020,1862.0,,,1862.0
1862,2020,1863.0,,,1863.0
1863,2020,1864.0,Saúde Pública,ACES Oeste Norte - Sacavém,1864.0
1864,2020,1865.0,,,1865.0
1865,2020,1866.0,,,1866.0
1866,2020,1867.0,Imunohemoterapia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",1867.0
1867,2020,1868.0,,,1868.0
1868,2020,1869.0,,,1869.0
1869,2020,1870.0,Medicina Geral Familiar,"ULS Guarda, E.P.E. - USF Mimmar Mêda",1870.0
1870,2020,1871.0,,,1871.0
1871,2020,1872.0,Medicina Interna,Hospital de Vila Franca de Xira,1872.0
1872,2020,1873.0,Medicina Geral Familiar,ACES Estuário do Tejo - USF Arbirka Tejo,1873.0
1873,2020,1874.0,,,1874.0
1874,2020,1875.0,Saúde Pública,ACES Oeste Norte - Sacavém,1875.0
1875,2020,1876.0,Medicina Geral Familiar,"ULS Litoral Alentejano, E.P.E. - UCSP de Alcacer do Sal",1876.0
1876,2020,1877.0,,,1877.0
1877,2020,1878.0,Medicina Interna,"Centro Hospitalar do Médio Tejo, E.P.E.",1878.0
1878,2020,1879.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Querer mais,1879.0
1879,2020,1880.0,,,1880.0
1880,2020,1881.0,,,1881.0
1881,2020,1882.0,Medicina Geral Familiar,ACES Médio Tejo - USF Locomotiva,1882.0
1882,2020,1883.0,Imunohemoterapia,"Centro Hospitalar Lisboa Central, E.P.E.",1883.0
1883,2020,1884.0,Medicina Interna,Centro Hospitalar do Oeste,1884.0
1884,2020,1885.0,Medicina Interna,Hospital de Vila Franca de Xira,1885.0
1885,2020,1886.0,,,1886.0
1886,2020,1887.0,,,1887.0
1887,2020,1888.0,,,1888.0
1888,2020,1889.0,Medicina Geral Familiar,ACES Lezíria - USF CampuSaúde,1889.0
1889,2020,1890.0,,,1890.0
1890,2020,1891.0,,,1891.0
1891,2020,1892.0,Patologia Clínica,"Instituto Português Oncologia de Coimbra Francisco Gentil, E.P.E.",1892.0
1892,2020,1893.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1893.0
1893,2020,1894.0,,,1894.0
1894,2020,1895.0,,,1895.0
1895,2020,1896.0,,,1896.0
1896,2020,1897.0,Medicina Geral Familiar,ACES Médio Tejo - USF Locomotiva,1897.0
1897,2020,1898.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",1898.0
1898,2020,1899.0,,,1899.0
1899,2020,1900.0,Medicina Geral Familiar,Unidade de Saúde da Ilha de São Miguel - Centro de Saúde de Ribeira Grande - Sede,1900.0
1900,2020,1901.0,,,1901.0
1901,2020,1902.0,,,1902.0
1902,2020,1903.0,Medicina Geral Familiar,"ULS Castelo Branco, E.P.E. - UCSP Vila Velha de Rodão",1903.0
1903,2020,1904.0,,,1904.0
1904,2020,1905.0,Medicina Geral Familiar,ACES Alentejo Central - USF Salus/ Évora,1905.0
1905,2020,1906.0,Medicina Geral Familiar,ACES Alentejo Central - USF Planicie,1906.0
1906,2020,1907.0,Farmacologia Clínica,"Centro Hospitalar de Lisboa Norte, E.P.E.",1907.0
1907,2020,1908.0,Medicina Interna,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",1908.0
1908,2020,1909.0,,,1909.0
1909,2020,1910.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1910.0
1910,2020,1911.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1911.0
1911,2020,1912.0,Medicina Geral Familiar,ACES Alentejo Central - USF Eborae,1912.0
1912,2020,1913.0,Saúde Pública,ACES Arco Ribeirinho,1913.0
1913,2020,1914.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Santo António da Charneca,1914.0
1914,2020,1915.0,Medicina Geral Familiar,ACES Alentejo Central - USF Salus/ Évora,1915.0
1915,2020,1916.0,,,1916.0
1916,2020,1917.0,Medicina Interna,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1917.0
1917,2020,1918.0,,,1918.0
1918,2020,1919.0,Medicina Interna,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",1919.0
1919,2020,1920.0,,,1920.0
1920,2020,1921.0,Medicina Geral Familiar,ACES Oeste Sul - USF Sete Moinhos,1921.0
1921,2020,1922.0,,,1922.0
1922,2020,1923.0,Medicina Interna,Centro Hospitalar do Oeste,1923.0
1923,2020,1924.0,Medicina Geral Familiar,ACES Médio Tejo - USF D. Francisco de Almeida,1924.0
1924,2020,1925.0,,,1925.0
1925,2020,1926.0,Medicina Interna,"Centro Hospitalar da Cova da Beira, E.P.E.",1926.0
1926,2020,1927.0,,,1927.0
1927,2020,1928.0,Medicina Geral Familiar,Unidade de Saúde da Ilha Terceira - Centro de Saúde da Praia da Vitória - Sede,1928.0
1928,2020,1929.0,,,1929.0
1929,2020,1930.0,Medicina Interna,"Centro Hospitalar de Leiria, E.P.E.",1930.0
1930,2020,1931.0,Medicina Interna,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",1931.0
1931,2020,1932.0,,,1932.0
1932,2020,1933.0,,,1933.0
1933,2020,1934.0,,,1934.0
1934,2020,1935.0,,,1935.0
1935,2020,1936.0,Farmacologia Clínica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1936.0
1936,2020,1937.0,Medicina Interna,"Centro Hospitalar de Lisboa Norte, E.P.E.",1937.0
1937,2020,1938.0,,,1938.0
1938,2020,1939.0,Medicina Geral Familiar,ACES Oeste Sul - USF São Sebastião,1939.0
1939,2020,1940.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",1940.0
1940,2020,1941.0,Medicina Interna,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",1941.0
1941,2020,1942.0,Medicina Interna,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1942.0
1942,2020,1943.0,Medicina Interna,"Hospital Espírito Santo de Évora, E.P.E.",1943.0
1943,2020,1944.0,Imunohemoterapia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1944.0
1944,2020,1945.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1945.0
1945,2020,1946.0,,,1946.0
1946,2020,1947.0,,,1947.0
1947,2020,1948.0,,,1948.0
1948,2020,1949.0,Medicina Interna,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",1949.0
1949,2020,1950.0,,,1950.0
1950,2020,1951.0,Medicina Geral Familiar,ACES Arrábida - USF Luísa Todi,1951.0
1951,2020,1952.0,,,1952.0
1952,2020,1953.0,Medicina Interna,Centro Hospitalar do Oeste,1953.0
1953,2020,1954.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1954.0
1954,2020,1955.0,,,1955.0
1955,2020,1956.0,,,1956.0
1956,2020,1957.0,Saúde Pública,ACES Lezíria,1957.0
1957,2020,1958.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF Pinhal de Frades,1958.0
1958,2020,1959.0,Medicina Geral Familiar,ACES Oeste Sul - USF Santa Cruz,1959.0
1959,2020,1960.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",1960.0
1960,2020,1961.0,Medicina Geral Familiar,ACES Arrábida - USF Conde Saúde,1961.0
1961,2020,1962.0,Imunohemoterapia,"Centro Hospitalar Lisboa Central, E.P.E.",1962.0
1962,2020,1963.0,Medicina Interna,"Centro Hospitalar do Médio Tejo, E.P.E.",1963.0
1963,2020,1964.0,,,1964.0
1964,2020,1965.0,Medicina Interna,"Unidade Local de Saúde do Nordeste, E.P.E.",1965.0
1965,2020,1966.0,Medicina Geral Familiar,ACES Alentejo Central - USF Lusitânia,1966.0
1966,2020,1967.0,,,1967.0
1967,2020,1968.0,Saúde Pública,ACES Pinhal Interior Norte,1968.0
1968,2020,1969.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Afonseiro,1969.0
1969,2020,1970.0,Saúde Pública,"ULS Nordeste, E.P.E. - USP Bragança",1970.0
1970,2020,1971.0,,,1971.0
1971,2020,1972.0,,,1972.0
1972,2020,1973.0,Medicina Geral Familiar,ACES Arrábida - USF São Filipe,1973.0
1973,2020,1974.0,,,1974.0
1974,2020,1975.0,,,1975.0
1975,2020,1976.0,Medicina Geral Familiar,ACES Arrábida - USF Santiago de Palmela,1976.0
1976,2020,1977.0,,,1977.0
1977,2020,1978.0,,,1978.0
1978,2020,1979.0,,,1979.0
1979,2020,1980.0,,,1980.0
1980,2020,1981.0,,,1981.0
1981,2020,1982.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Querer mais,1982.0
1982,2020,1983.0,Saúde Pública,"ULS Litoral Alentejano, E.P.E.",1983.0
1983,2020,1984.0,Medicina Geral Familiar,ACES Arrábida - USF Santiago de Palmela,1984.0
1984,2020,1985.0,Saúde Pública,"ULS Litoral Alentejano, E.P.E.",1985.0
1985,2020,1986.0,Medicina Interna,"Centro Hospitalar de Leiria, E.P.E.",1986.0
1986,2020,1987.0,Patologia Clínica,"Centro Hospitalar Lisboa Central, E.P.E.",1987.0
1987,2020,1988.0,Medicina Interna,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",1988.0
1988,2020,1989.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Eça de Queirós,1989.0
1989,2020,1990.0,,,1990.0
1990,2020,1991.0,Medicina Geral Familiar,ACES Arrábida - USF Conde Saúde,1991.0
1991,2020,1992.0,,,1992.0
1992,2020,1993.0,,,1993.0
1993,2020,1994.0,Medicina Geral Familiar,ACES Arrábida - USF São Filipe,1994.0
1994,2020,1995.0,,,1995.0
1995,2020,1996.0,Medicina Geral Familiar,ACES Arrábida - USF Luísa Todi,1996.0
1996,2020,1997.0,Medicina Geral Familiar,ACES Arrábida - USF São Filipe,1997.0
1997,2020,1998.0,,,1998.0
1998,2020,1999.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Eça de Queirós,1999.0
1999,2020,2000.0,,,2000.0
2000,2020,2001.0,Medicina Interna,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",2001.0
2001,2020,2002.0,,,2002.0
2002,2020,2003.0,,,2003.0
2003,2020,2004.0,,,2004.0
2004,2020,2005.0,,,2005.0
2005,2020,2006.0,Medicina Geral Familiar,ACES Arco Ribeirinho - USF Eça de Queirós,2006.0
2006,2020,2007.0,Saúde Pública,ACES Alentejo Central,2007.0
2007,2020,2008.0,Medicina Geral Familiar,ACES Alentejo Central - USF Alcaides,2008.0
2008,2020,2009.0,Medicina Geral Familiar,ACES Arco Ribeirinho - UCSP Barreiro,2009.0
2009,2020,2010.0,Saúde Pública,ACES Arco Ribeirinho,2010.0
2010,2020,2011.0,,,2011.0
2011,2020,2012.0,,,2012.0
2012,2020,2013.0,Medicina Geral Familiar,ACES Alentejo Central - USF Alcaides,2013.0
2013,2020,2014.0,Medicina Interna,"Hospital de Santo Espirito da Ilha Terceira, E.P.E.",2014.0
2014,2020,2015.0,,,2015.0
2015,2020,2016.0,,,2016.0
2016,2020,2017.0,Medicina Interna,"Centro Hospitalar do Médio Tejo, E.P.E.",2017.0
2017,2020,2018.0,,,2018.0
2018,2020,2019.0,,,2019.0
2019,2020,2020.0,,,2020.0
2020,2020,2021.0,,,2021.0
2021,2020,2022.0,,,2022.0
2022,2020,2023.0,,,2023.0
2023,2020,2024.0,Saúde Pública,ACES Arrábida,2024.0
2024,2020,2025.0,,,2025.0
2025,2020,2026.0,,,2026.0
2026,2020,2027.0,,,2027.0
2027,2020,2028.0,Medicina Interna,"Unidade Local de Saúde do Nordeste, E.P.E.",2028.0
2028,2020,2029.0,,,2029.0
2029,2020,2030.0,Medicina Interna,"Centro Hospitalar do Médio Tejo, E.P.E.",2030.0
2030,2020,2031.0,,,2031.0
2031,2020,2032.0,Saúde Pública,ACES Algarve I - Central,2032.0
2032,2020,2033.0,,,2033.0
2033,2020,2034.0,,,2034.0
2034,2020,2035.0,,,2035.0
2035,2020,2036.0,Imunohemoterapia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",2036.0
2036,2020,2037.0,Patologia Clínica,"Centro Hospitalar da Cova da Beira, E.P.E.",2037.0
2037,2020,2038.0,Medicina Interna,Hospital de Vila Franca de Xira,2038.0
2038,2020,2039.0,,,2039.0
2039,2020,2040.0,,,2040.0
2040,2020,2041.0,Saúde Pública,ACES Médio Tejo,2041.0
2041,2020,2042.0,,,2042.0
2042,2020,2043.0,Medicina Interna,"Hospital Garcia de Orta, E.P.E.",2043.0
2043,2020,2044.0,,,2044.0
2044,2020,2045.0,,,2045.0
2045,2020,2046.0,Saúde Pública,ACES Algarve II - Barlavento,2046.0
2046,2020,2047.0,Medicina Geral Familiar,Unidade de Saúde da Ilha Terceira - Centro de Saúde de Angra do Heroísmo - Sede,2047.0
2047,2020,2048.0,Medicina Interna,"Centro Hospitalar de Lisboa Norte, E.P.E.",2048.0
2048,2020,2049.0,,,2049.0
2049,2020,2050.0,,,2050.0
2050,2020,2051.0,Medicina Interna,"Centro Hospitalar de Lisboa Norte, E.P.E.",2051.0
2051,2020,2052.0,Medicina Interna,"Centro Hospitalar de Leiria, E.P.E.",2052.0
2052,2020,2053.0,Medicina Geral Familiar,"ULS Norte Alentejano, E.P.E. - USF Amoreira",2053.0
2053,2020,2054.0,,,2054.0
2054,2020,2055.0,,,2055.0
2055,2020,2056.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",2056.0
2056,2020,2057.0,Medicina Geral Familiar,"ULS Norte Alentejano, E.P.E. - USF Raia Maior",2057.0
2057,2020,2058.0,,,2058.0
2058,2020,2059.0,Patologia Clínica,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",2059.0
2059,2020,2060.0,Medicina Geral Familiar,ACES Alentejo Central - UCSP Vila Viçosa,2060.0
2060,2020,2061.0,Medicina Interna,"Hospital Distrital de Santarém, E.P.E.",2061.0
2061,2020,2062.0,Medicina Interna,"Centro Hospitalar de Lisboa Norte, E.P.E.",2062.0
2062,2020,2063.0,Medicina Geral Familiar,"ULS Baixo Alentejo, E.P.E. - UCSP Ourique",2063.0
2063,2020,2064.0,,,2064.0
2064,2020,2065.0,,,2065.0
2065,2020,2066.0,,,2066.0
2066,2020,2067.0,Medicina Interna,"Centro Hospitalar de Leiria, E.P.E.",2067.0
2067,2020,2068.0,Medicina Geral Familiar,"ULS Baixo Alentejo, E.P.E. - UCSP Serpa",2068.0
2068,2020,2069.0,,,2069.0
2069,2020,2070.0,,,2070.0
2070,2020,2071.0,Medicina Interna,"Centro Hospitalar de Leiria, E.P.E.",2071.0
2071,2020,2072.0,Saúde Pública,ACES Lezíria,2072.0
2072,2020,2073.0,,,2073.0
